Buyer_ID,Sign_up_date
141853,9/11/02
318347,8/25/00
182924,10/15/02
132030,9/4/00
430783,10/11/04
488099,11/20/00
143748,12/5/03
423837,6/3/02
141496,11/4/03
300283,8/6/04
191929,3/18/99
177724,2/4/02
298869,6/12/03
314741,4/13/05
111710,8/17/04
413583,10/8/01
329334,10/28/03
398189,9/28/02
437707,9/21/05
389062,6/29/05
207147,6/7/99
406819,11/27/01
420232,3/4/05
168527,12/21/01
488434,7/11/99
344127,1/23/04
105223,6/13/05
127355,1/10/04
302617,4/8/05
157123,9/9/01
181483,3/11/02
495449,9/4/03
317069,2/14/05
402959,5/27/04
174313,8/26/00
333970,11/6/00
190092,12/11/02
171023,7/7/00
280552,1/1/01
331031,6/1/99
130409,12/6/02
377866,7/8/02
343987,11/29/02
439808,2/11/03
137074,2/3/03
421033,6/14/03
315158,6/29/02
138082,1/24/02
182108,9/29/03
372814,7/3/99
373890,8/13/04
326622,2/3/00
140595,4/11/00
314870,12/24/00
307800,4/27/04
365965,12/21/01
278476,5/9/02
299967,5/7/01
315876,1/30/03
135582,12/27/05
411302,4/27/00
227450,1/7/02
396939,2/7/02
489460,5/30/00
493432,8/22/00
227960,4/29/02
339966,2/24/00
239160,10/25/00
201853,11/26/05
397122,8/29/05
122389,3/2/05
138418,12/10/05
433977,8/12/99
387928,3/31/99
292474,3/1/04
292008,5/16/04
497216,2/16/03
311618,12/5/05
439183,2/14/01
208642,11/25/03
233522,10/22/00
105000,2/18/00
148759,3/24/05
246565,9/20/02
264965,2/17/05
246388,10/10/04
250101,9/20/03
413613,6/1/04
314472,1/3/01
189358,6/11/99
125721,12/24/04
407553,1/17/01
113059,8/29/01
372030,7/10/04
428164,3/2/05
346438,7/29/02
232602,7/21/05
290344,10/18/01
253762,2/18/02
377254,4/12/04
284139,12/29/00
131164,10/17/01
254966,7/17/03
165279,2/2/04
472846,9/12/05
440001,1/25/01
107754,7/8/01
270761,4/13/03
290334,1/7/05
406489,4/27/01
333474,2/24/99
466893,7/16/03
328108,11/22/03
239507,7/24/99
397205,3/7/02
406468,3/1/00
257587,12/1/01
359127,10/21/99
174071,4/23/02
390466,9/17/02
445605,11/8/01
145713,11/5/99
243911,6/30/99
468794,9/5/04
474478,6/6/02
182859,9/26/05
120158,12/2/03
132448,1/25/99
293569,4/25/05
323257,11/8/05
138105,2/28/99
392628,12/18/04
293550,12/20/05
432323,7/11/99
100019,1/5/04
267802,5/28/01
452948,4/20/00
215558,9/18/03
429784,7/23/02
389606,10/3/05
239860,11/10/05
438665,2/14/99
426799,2/24/01
467960,6/26/02
470652,8/17/04
434697,9/21/00
458600,1/2/03
326410,9/19/00
244078,4/8/99
293309,6/13/00
448331,2/25/05
301343,1/5/00
426409,5/6/02
387184,11/16/99
361471,12/28/02
162228,6/22/01
167371,2/28/02
275240,5/11/99
224918,9/21/05
261513,9/5/03
118989,2/16/00
200489,5/15/04
325376,6/13/05
368709,3/28/02
209696,6/14/05
207245,10/4/02
323864,6/20/99
361888,12/21/05
424274,8/13/00
338593,12/21/99
101108,9/12/99
423898,3/15/00
423536,3/21/03
138107,3/20/05
341563,5/15/99
301021,11/20/01
196977,2/12/02
345910,3/1/05
291254,3/9/99
120809,7/11/01
462104,5/23/99
338814,10/7/03
171829,10/19/01
361067,11/18/01
327342,10/18/01
406634,9/15/05
256307,6/26/05
116308,7/17/03
406227,5/25/03
328682,9/10/05
225165,7/23/04
139332,10/8/01
186555,7/29/00
228374,10/30/02
359603,6/24/01
372693,11/10/04
450123,12/5/02
271654,12/9/04
257343,8/20/02
106044,6/24/00
369332,11/7/04
390050,3/17/99
112359,8/7/02
141105,2/19/02
115440,4/8/99
119771,5/22/02
477342,3/21/99
149886,12/10/00
398993,8/21/01
342457,2/7/01
414128,6/25/02
242775,4/11/00
316931,2/8/03
334263,6/26/05
189075,6/26/00
230260,5/21/99
420333,2/2/04
165509,3/25/00
102072,6/28/02
395328,7/31/02
289681,9/12/05
451245,2/5/03
176202,5/1/04
316623,4/5/01
123696,4/1/04
286409,8/5/99
252542,5/28/04
422138,5/20/05
123581,7/23/03
329381,4/12/99
276388,10/18/04
280185,5/29/01
282854,8/12/00
347893,11/23/04
433591,7/18/04
489535,9/5/02
154119,8/3/00
182413,7/17/01
367871,1/7/00
237936,11/23/01
459297,12/26/05
212532,8/30/00
409324,3/15/05
323781,5/23/99
333370,12/30/03
133031,4/25/01
176644,8/8/99
291284,12/6/00
223478,2/16/00
302481,9/28/04
474122,12/21/04
135168,5/11/01
345446,12/15/05
213370,1/24/04
123679,3/18/03
196171,3/28/05
127268,4/12/01
485271,5/17/99
161539,9/27/99
171267,7/26/99
468173,12/17/05
223550,4/12/04
207175,8/26/02
430292,4/29/00
470716,5/17/03
203824,6/5/00
241932,9/4/00
243434,12/28/04
280413,12/7/00
212140,2/17/03
324599,11/14/01
430088,5/2/01
106160,8/14/02
479587,7/19/04
136793,12/10/04
174974,9/29/01
205800,12/16/03
235115,12/8/03
485861,12/24/02
234130,6/3/99
303668,2/11/00
195589,5/29/02
315307,7/2/02
329861,1/13/99
157994,9/19/01
239921,6/8/03
199143,8/25/04
183437,2/12/01
414218,12/6/03
169260,7/5/05
194866,6/16/02
394884,5/30/99
406583,7/4/05
433086,11/1/02
330144,5/30/05
428625,12/21/03
126395,10/13/05
475707,5/24/99
388140,2/22/02
278561,4/14/00
138445,9/2/02
320537,8/11/04
478650,10/15/00
355042,8/7/03
476968,9/21/05
499481,1/12/99
278623,4/22/05
445813,6/13/99
271320,3/15/00
327841,11/7/01
110698,2/5/00
445980,1/16/04
339578,10/24/05
150471,10/7/04
337230,10/7/01
389994,5/6/00
431078,10/11/05
267024,11/5/05
203024,4/3/00
363874,7/12/01
447351,6/8/04
117612,9/6/03
430990,5/4/04
386956,1/1/99
176303,5/12/99
367079,11/2/99
145447,2/14/01
299585,3/24/04
164049,11/25/01
352301,11/22/99
182973,8/18/04
459446,8/25/01
422346,10/31/03
274441,1/16/04
146691,8/4/02
377772,8/26/03
323396,8/29/99
114139,9/19/99
168413,3/13/01
191464,7/10/03
210924,2/19/99
167507,10/9/00
130711,7/10/05
249260,5/12/02
475009,12/24/04
276905,1/2/03
363156,6/21/99
129887,1/12/05
218557,8/26/04
311591,11/12/04
340923,9/5/99
300911,5/17/01
448592,11/22/02
373282,8/24/05
240033,7/19/05
480250,11/19/02
403342,10/2/04
259775,4/2/02
333289,9/9/04
253104,4/9/03
162282,4/2/00
455935,11/9/02
241522,1/2/01
437766,2/14/00
351066,11/17/99
253616,12/21/01
433271,12/19/02
425177,3/27/03
384190,8/15/02
407537,12/14/99
292253,1/14/03
458706,1/30/05
409213,1/11/00
391568,11/28/00
217060,3/22/03
166682,10/27/05
134803,12/20/03
326334,1/13/02
466243,8/18/04
305694,3/15/00
343906,9/7/00
191791,10/22/99
113123,6/28/99
303150,12/19/02
384288,2/6/01
354027,3/13/99
308633,10/13/01
498501,7/15/02
428379,4/30/04
103229,7/3/99
134733,5/2/99
483037,8/20/00
266512,5/24/04
274103,6/16/00
379823,1/21/03
261322,11/26/03
255866,12/2/05
321698,7/21/03
336035,7/5/05
412079,12/24/03
177907,2/21/00
231923,6/1/05
339934,4/28/99
440146,7/14/99
126184,2/11/03
139648,11/22/01
342164,3/18/99
117467,9/8/04
281377,8/19/04
281654,2/1/03
408661,11/29/01
247340,5/13/99
283984,9/19/04
136117,6/1/99
296510,8/20/05
306370,11/16/03
199677,9/22/00
308546,7/11/03
111574,5/8/02
108274,4/10/05
144409,12/29/00
478899,6/25/05
191532,11/4/01
160891,10/18/00
253385,1/8/05
122358,10/20/04
153636,11/17/04
310967,4/28/01
249704,9/30/05
278237,12/21/02
136300,3/17/02
270361,2/12/04
193670,1/27/04
382537,8/2/02
232989,3/30/05
137859,11/28/01
333598,4/6/00
474218,5/8/02
219036,1/7/05
395082,9/9/05
211565,12/20/99
178001,7/20/04
482141,12/9/02
464972,10/12/05
236885,9/25/00
354726,12/17/01
126570,5/1/05
233390,3/21/00
111765,2/8/03
303029,4/19/02
179691,2/3/00
220798,10/25/04
400482,7/31/04
438721,1/9/01
117379,11/30/00
222196,2/19/03
200894,11/8/03
130617,6/21/04
216383,1/15/99
392831,2/14/05
493166,1/7/02
208521,5/11/99
316959,5/20/01
312783,12/4/00
437983,5/14/02
411988,4/1/04
478515,9/2/04
217483,4/19/01
394108,6/16/04
476916,4/22/01
242009,12/29/04
459148,12/27/02
160288,2/20/05
214090,11/4/04
347318,8/27/05
480882,11/19/04
